project_id,action,source_project_ids,source_family,assessment_rows,defer_to_residential,component_pins,construction_year,dwelling_units,building_sqft,land_sqft,allow_far,allow_dupac,multifamily,units_unusable,building_area_unusable,land_area_unusable,reported_construction_year,reported_land_sqft,evidence_ids,location_source,location_id,location_year,location_target_year,corrected_address,historical_location_pin,historical_location_year,zoning_group,zoning_year,zoning_source,zoning_note,decision_references,decision_reason
commercial_20031210430000,replace,commercial_20031210430000,commercial,25375/15067,NA,20031210310000/20031210430000,2010,8,13280,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,permit_100214541/city_building_889090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,commercial_component_overrides.csv:row45,The two component parcels contain the completed eight-unit Prairie Avenue townhouse building and recover its full site area
commercial_20032050340000,exclude,commercial_20032050340000,commercial,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,100397253/100405368/100505790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row308,"The records show partial demolition and exterior work on an existing multifamily building in 2011, followed by full demolition in 2013. They do not support a seven-unit new building in 2011."
commercial_20032050390000,exclude,commercial_20032050390000,commercial,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,project_manual_reviews.csv:commercial_20032050390000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row303,The PIN is part of the older Paul G. Stewart complex. Permit and footprint evidence do not support a separate 48-unit new building in 2011; commercial property sites appear to repeat the Assessor record.
commercial_20034130510000,replace,commercial_20034130510000,commercial,15081,NA,20034130510000/20034130550000,2020,84,114070,97215,TRUE,TRUE,NA,NA,NA,NA,NA,NA,permit_100795428;permit_100795429;project_4400_grove;PIN_20034130510000;PIN_20034130550000;commercial_2021;historical_parcels_2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,commercial_manual_decisions.csv:row17,Jacob approved combining the two 42-unit buildings and finalized the 97215-square-foot Assessor denominator on 2026-09-07; the two archived 2021 parcel polygons total approximately 97216 square feet
commercial_20042140440000,replace,commercial_20042140440000,commercial,53717,NA,20042140440000/20042150920000/20042150980000/20042150990000/20042151010000/20042151040000/20042160850000/20042160910000/20042260030000/20042260040000/20042260100000,2008,167,200025,214537,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,commercial_component_overrides.csv:row46,The 2024 183-unit Park Boulevard rollup repeats only the larger component's building area and is replaced by the separately measured 16-unit building and 167-unit site record from 2021
commercial_20042160930000,replace,commercial_20042140440000,commercial,52759,NA,20042160930000/20042160940000/20042160950000,2008,16,19917,22422,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,commercial_component_overrides.csv:row46,The 2024 183-unit Park Boulevard rollup repeats only the larger component's building area and is replaced by the separately measured 16-unit building and 167-unit site record from 2021
commercial_20143060140000,update,commercial_20143060140000,commercial,25257,NA,NA,2020,NA,377694,NA,FALSE,FALSE,NA,TRUE,NA,TRUE,NA,NA,permit_100773049/official_project_records,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,commercial_manual_decisions.csv:row18,The completed dormitory has a credible assessor building area and exact construction-year land area
commercial_20151060280000,replace,commercial_20151060280000,commercial,15117,NA,20151060280000/20151060290000,2007,54,70376,53800,TRUE,TRUE,NA,NA,NA,NA,NA,NA,commercial_post_evidence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,commercial_component_overrides.csv:row29,The source aggregates two adjacent 27-unit buildings completed in one episode and no building-level assessor areas are available
commercial_20153010080000,update,commercial_20153010080000,commercial,NA,NA,NA,2009,24,23958,15989,FALSE,FALSE,NA,NA,NA,NA,NA,NA,permits_100163994_100185626_100185763/user_approval_2026_09_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row274,User approved exclusion from both density measures. Preserve reported fields as unverified source values: the four commercial counts total 77 versus the developer 53 and parcel-specific permit counts do not reconcile.
commercial_20153020050000,update,commercial_20153020050000,commercial,NA,NA,NA,2009,10,12408,11340,FALSE,FALSE,NA,NA,NA,NA,NA,NA,permits_100163994_100185626_100185763/user_approval_2026_09_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row275,User approved exclusion from both density measures. Preserve reported fields as unverified source values: the four commercial counts total 77 versus the developer 53 and parcel-specific permit counts do not reconcile.
commercial_20153020060000,update,commercial_20153020060000,commercial,NA,NA,NA,2009,24,24303,20095,FALSE,FALSE,NA,NA,NA,NA,NA,NA,permits_100163994_100185626_100185763/user_approval_2026_09_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row276,User approved exclusion from both density measures. Preserve reported fields as unverified source values: the four commercial counts total 77 versus the developer 53 and parcel-specific permit counts do not reconcile.
commercial_20153020180000,replace,commercial_20153020180000,commercial,25316/15937,NA,20153020160000/20153020170000/20153020180000,2009,19,14652,NA,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,permit_100185763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,commercial_component_overrides.csv:row47,The three parcels contain the completed 19-unit building authorized and issued at 120 E 60th Street; the earlier 11-unit row covered only one component parcel
commercial_20153130010000,exclude,commercial_20153130010000,commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,commercial_component_overrides.csv:row48,The 2024 row combines two matching six-unit buildings but public property history dates the key building to 2004 and places residents at the address before the study period
commercial_20153130320000,exclude,commercial_20153130320000,commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,commercial_manual_decisions.csv:row46,Available evidence does not establish a 2008 ground-up project
commercial_20163250190000,exclude,commercial_20163250190000,commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,commercial_component_overrides.csv:row24,The 277-unit source row is an older institutional campus and the permit covers only one later eight-unit building
commercial_20211270100000,update,commercial_20211270100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row29,"The exact parcel consistently identifies one eight-unit 2008 building with stable physical fields, and no permit, sale, or footprint evidence contradicts the new-construction designation."
commercial_20262050130000,update,commercial_20262050130000,commercial,NA,NA,NA,2014,130,89781,45166,TRUE,TRUE,NA,NA,NA,NA,NA,NA,permit_100623052/commercial_2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row299,The completed permit establishes supportive-living construction and the later assessor reports 130 completed apartments rather than the 140 authorized units
commercial_20262280420000,update,commercial_20262280420000,commercial,NA,NA,NA,2006,136,67885,27216,TRUE,TRUE,NA,NA,NA,NA,NA,NA,Jackson_Park_supportive_living,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row300,The source reports 136 supportive-living apartments rather than beds and the facility was operating in the study period
commercial_20294260320000,update,commercial_20294260320000,commercial,NA,NA,NA,2007,85,75077,28269,TRUE,TRUE,NA,NA,NA,NA,NA,NA,permit_100137674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row301,The completed permit and assessor source identify 85 senior apartments
commercial_25013240390000,update,commercial_25013240390000,commercial,15294,NA,NA,2018,134,136381,152677,FALSE,TRUE,NA,NA,NA,NA,NA,NA,permit_100760826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,commercial_manual_decisions.csv:row19 | commercial_reported_land_decisions.csv:row6,Completed permit and housing-agency report identify a 134-unit senior apartment building | Original 2018 plan table on PDF page 33 reports residential Subarea A net site area and 134 apartments; omit the two commercial subareas.
commercial_25074130200000,exclude,commercial_25074130200000,commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,commercial_manual_decisions.csv:row34,PD 936 and city footprints establish multiple buildings and completion episodes that cannot be mapped to the conflicting assessor rows
residential_13024330230000,exclude,residential_13024330230000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row19,"Later permits describe an existing restaurant/commercial building, and the 2008 footprint reports 1970; the Assessor's 2008 new-construction designation is not credible."
residential_13042080410000,update,residential_13042080410000,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row64,The Lenox site is represented by a two-house parent dated 2008 and two individual houses dated 2019. The original 2007 permits were reinstated in 2018. Completion timing and the correct single representation remain unresolved; retain records but exclude density pending resolution.
residential_13042080420000,update,residential_13042080420000,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row65,The Lenox site is represented by a two-house parent dated 2008 and two individual houses dated 2019. The original 2007 permits were reinstated in 2018. Completion timing and the correct single representation remain unresolved; retain records but exclude density pending resolution.
residential_13124111250000,update,residential_13124111250000,residential,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row127,The home was listed by 2007 and is reported as built in 2008. The Assessor selected 2010 after revising its reported year.
residential_13154070500000,exclude,residential_13154070500000,residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_reviewed_source_exclusions.csv:row22,Hold out of 2006-2022 density sample: marketed as new construction in 2024
residential_13154070510000,exclude,residential_13154070510000,residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_reviewed_source_exclusions.csv:row23,Hold out of 2006-2022 density sample: marketed as new construction in 2024
residential_13154180310000,update,residential_13154180310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row36,"The two Belle Plaine rows have separate PINs, separate nonoverlapping construction-year parcel polygons, and separate land records. The shared 4022 address is an address-history artifact rather than evidence that the projects are duplicated."
residential_13154180320000,update,residential_13154180320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row37,"The two Belle Plaine rows have separate PINs, separate nonoverlapping construction-year parcel polygons, and separate land records. The shared 4022 address is an address-history artifact rather than evidence that the projects are duplicated."
residential_13164300370000,update,residential_13164300370000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13164300360000,NA,NA,NA,NA,NA,historical_address_matches.csv:row2,recover_unique_address_confirmed_by_parcel_history
residential_13222210370000,update,residential_13222210370000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row38,"The two Keeler rows have separate PINs, separate nonoverlapping construction-year parcel polygons, and distinct building-area records. The shared 3604 address is an address-history artifact rather than evidence that the projects are duplicated."
residential_13222210380000,update,residential_13222210380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row39,"The two Keeler rows have separate PINs, separate nonoverlapping construction-year parcel polygons, and distinct building-area records. The shared 3604 address is an address-history artifact rather than evidence that the projects are duplicated."
residential_13223230070000,exclude,residential_13223230070000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row58,"A 2009 City permit repairs the existing rear porch, and the recorded sale history predates the Assessor's 2008 construction year. The Assessor new-construction designation does not represent a new building."
residential_13231210400000,exclude,residential_13231210400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row59,City permits in 2006 and 2008 describe alterations to an existing three-story residence. The Assessor new-construction designation does not represent a new building.
residential_13231280470000,update,residential_13231280470000,residential,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row146,"The Assessor reports 2008, but the exact-address City permit authorizing the new residence was filed in 2010. The project cannot predate that permit, so the permit application year is used."
residential_13243050880000,update,residential_13243050880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,parcel_universe_2025,13243050880000,2025,2014,NA,NA,NA,NA,NA,NA,NA,residential_reviewed_parcel_locations.csv:row2,Reviewed individual home and matching private parcel; current exact parcel point lies inside recorded historical development site; use individual location without allocating shared land
residential_13243050890000,update,residential_13243050890000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,parcel_universe_2025,13243050890000,2025,2014,NA,NA,NA,NA,NA,NA,NA,residential_reviewed_parcel_locations.csv:row3,Reviewed individual home and matching private parcel; current exact parcel point lies inside recorded historical development site; use individual location without allocating shared land
residential_13243050900000,update,residential_13243050900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,parcel_universe_2025,13243050900000,2025,2014,NA,NA,NA,NA,NA,NA,NA,residential_reviewed_parcel_locations.csv:row4,Reviewed individual home and matching private parcel; current exact parcel point lies inside recorded historical development site; use individual location without allocating shared land
residential_13252160530000,exclude,residential_13252160530000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row40,The exact PIN is reported as a 1916 structure and the 2008 footprint records the same older building. Nearby new-building permits cannot be assigned to this parcel.
residential_13254270240000,update,residential_13254270240000,residential,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row115,The completed building is consistently reported as built in 2016; the Assessor's selected 2015 year is one year early.
residential_13321220070000,update,residential_13321220070000,residential,NA,NA,NA,2007,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row145 | construction_building_types.csv:row56,"The parcel sold as land in April 2006 and as land plus building in August 2007. The Assessor first reported 2008 and later revised the year to 2009, but the completed-building sale establishes 2007."
residential_13334050100000,exclude,residential_13334050100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row17,The 2007 permit deconverts a factory and apartment to a warehouse and extends the second floor; it is not a new residential building.
residential_13351120430000,exclude,residential_13351120430000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row39,"The listing identifies a full rehabilitation or rebuild in 2006, not a new building. The official footprint remains substantially unchanged, so the Assessor's revised year does not establish new construction."
residential_13352240480000,update,residential_13352240480000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row23,Exact-PIN records consistently identify one two-unit 2008 building and confirm the Assessor's building and lot areas.
residential_13354000470000,update,residential_13354000470000,residential,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row130,The City issued a new-house permit in 2017 and the exact PIN record reports the completed home as built in 2018. The Assessor selected 2019.
residential_13362270720000,update,residential_13362270720000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_building_types.csv:row14,"The exact-PIN record identifies one three-unit 2006 building and confirms 4,483 square feet of building area and 3,750 square feet of land."
residential_13364220500000,update,residential_13364220500000,residential,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row24,User approved 2007 completion proxy and eight individual townhomes on their recorded private lots; common parcel 2058 is not allocated
residential_13364220510000,update,residential_13364220510000,residential,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row25,User approved 2007 completion proxy and eight individual townhomes on their recorded private lots; common parcel 2058 is not allocated
residential_13364220520000,update,residential_13364220520000,residential,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row26,User approved 2007 completion proxy and eight individual townhomes on their recorded private lots; common parcel 2058 is not allocated
residential_13364220530000,update,residential_13364220530000,residential,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row27,User approved 2007 completion proxy and eight individual townhomes on their recorded private lots; common parcel 2058 is not allocated
residential_13364220540000,update,residential_13364220540000,residential,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row28,User approved 2007 completion proxy and eight individual townhomes on their recorded private lots; common parcel 2058 is not allocated
residential_13364220550000,update,residential_13364220550000,residential,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row29,User approved 2007 completion proxy and eight individual townhomes on their recorded private lots; common parcel 2058 is not allocated
residential_13364220560000,update,residential_13364220560000,residential,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row30,User approved 2007 completion proxy and eight individual townhomes on their recorded private lots; common parcel 2058 is not allocated
residential_13364220570000,update,residential_13364220570000,residential,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row31,User approved 2007 completion proxy and eight individual townhomes on their recorded private lots; common parcel 2058 is not allocated
residential_13364310320000,exclude,residential_13364310320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row30,"The official 2008 footprint reports a 2005 structure and no demolition, replacement, or new-building permit was found. Public property sites merely repeat the conflicting Assessor year."
residential_14064080550000,update,residential_14064080550000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14064080580000,NA,NA,NA,NA,NA,historical_address_matches.csv:row3,recover_unique_address_confirmed_by_parcel_history
residential_14064080560000,update,residential_14064080560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14064080570000,NA,NA,NA,NA,NA,historical_address_matches.csv:row4,recover_unique_address_confirmed_by_parcel_history
residential_14073210420000,exclude,residential_14073210420000,residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_reviewed_source_exclusions.csv:row12,Excluded from boundary density: no supported location; investigation closed by user
residential_14073210430000,exclude,residential_14073210430000,residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_reviewed_source_exclusions.csv:row13,Excluded from boundary density: no supported location; investigation closed by user
residential_14081010440000,exclude,residential_14081010440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row22,The site contains an older building and later permits describe work on an existing structure. The 2019 Assessor row reflects a parcel/record change rather than a new building.
residential_14081170090000,exclude,residential_14081170090000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row54,"The parcel sold as land in December 2004 and as land plus building in December 2005. The sample begins in 2006, so the Assessor's later 2009 date is not a sample-period construction project."
residential_14084150580000,exclude,residential_14084150580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row41,"This unit belongs to a six-home townhouse cluster reported as built in 2004. The 2008 footprint also reports 2004, before the analysis period."
residential_14084150590000,exclude,residential_14084150590000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row42,"This unit belongs to a six-home townhouse cluster reported as built in 2004. The 2008 footprint also reports 2004, before the analysis period."
residential_14084150600000,exclude,residential_14084150600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row43,"This unit belongs to a six-home townhouse cluster reported as built in 2004. The 2008 footprint also reports 2004, before the analysis period."
residential_14084150610000,exclude,residential_14084150610000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row44,"This unit belongs to a six-home townhouse cluster reported as built in 2004. The 2008 footprint also reports 2004, before the analysis period."
residential_14084150620000,exclude,residential_14084150620000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row45,"This unit belongs to a six-home townhouse cluster reported as built in 2004. The 2008 footprint also reports 2004, before the analysis period."
residential_14084150630000,exclude,residential_14084150630000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row46,"This unit belongs to a six-home townhouse cluster reported as built in 2004. The 2008 footprint also reports 2004, before the analysis period."
residential_14183110440000,exclude,residential_14183110440000,residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_reviewed_source_exclusions.csv:row14,Excluded from boundary density: no supported location; investigation closed by user
residential_14192160480000,exclude,residential_14192160480000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row47,"The townhouse was built and sold before 2006. Contemporary records place the five-home cluster in 2003-2004, and the 2008 footprint reports 1995 rather than a sample-period replacement."
residential_14192160490000,exclude,residential_14192160490000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row48,"The townhouse was built and sold before 2006. Contemporary records place the five-home cluster in 2003-2004, and the 2008 footprint reports 1995 rather than a sample-period replacement."
residential_14192160500000,exclude,residential_14192160500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row49,"The townhouse sold in 2004. Contemporary records place the five-home cluster in 2003-2004, and the 2008 footprint reports 1995 rather than a sample-period replacement."
residential_14192160510000,exclude,residential_14192160510000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row50,"The townhouse sold in 2003 and 2005. Contemporary records place the five-home cluster in 2003-2004, and the 2008 footprint reports 1995 rather than a sample-period replacement."
residential_14192160520000,exclude,residential_14192160520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,residential_source_decisions.csv:row51,"The townhouse was built before 2006. Contemporary records place the five-home cluster in 2003-2004, and the 2008 footprint reports 1995 rather than a sample-period replacement."
residential_14194010470000,update,residential_14194010470000,residential,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row121,The City issued a new-building permit in August 2006 and the completed home is reported as built in 2007. The Assessor selected 2006.
residential_14201130530000,update,residential_14201130530000,residential,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row123,The home is reported as built in 2006 and was marketed and sold by 2007. The Assessor selected 2008.
residential_14283191160000,update,residential_14283191160000,residential,NA,NA,NA,NA,NA,NA,3523.5,NA,NA,NA,NA,NA,NA,NA,143807,NA,completed_permit,100527799,NA,2014,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row248 | residential_reviewed_permit_locations.csv:row2,Completed new-house permit locates 439 W Deming separately from the shared garage parcel; individual lot approved from PD853 pages15-16 and24
residential_14283191170000,update,residential_14283191170000,residential,NA,NA,NA,NA,NA,NA,3523.5,NA,NA,NA,NA,NA,NA,NA,143807,NA,completed_permit,100519657,NA,2014,NA,NA,NA,NA,NA,NA,NA,construction_modifications.csv:row249 | residential_reviewed_permit_locations.csv:row3,Completed new-house permit locates 435 W Deming separately from the shared garage parcel; individual lot approved from PD853 pages15-16 and24
